0	1434	7680000
1	1249	7680000
2	1241	7680000
3	1232	7680000
4	1225	7680000
5	1220	7680000
6	1216	7680000
7	1214	7680000
8	1211	7680000
9	1211	7680000
10	1212	7680000
11	1213	7680000
12	1214	7680000
13	1218	7680000
14	1221	7680000
15	1225	7680000
16	1225	7680000
17	1225	7680000
18	1226	7680000
19	1228	7680000
20	1232	7680000
21	1235	7680000
22	1241	7680000
23	1249	7680000
24	1255	7680000
25	1261	7680000
26	1260	7680000
27	1259	7680000
28	1258	7680000
29	1260	7680000
30	1268	7680000
31	1281	7680000
32	1304	7680000
33	1328	7680000
34	1352	7680000
35	1364	7680000
36	1374	7680000
37	1378	7680000
38	1374	7680000
39	1368	7680000
40	1362	7680000
41	1347	7680000
42	1325	7680000
43	1303	7680000
44	1281	7680000
45	1260	7680000
46	1250	7680000
47	1246	7680000
48	1242	7680000
49	1240	7680000
50	1234	7680000
51	1229	7680000
52	1220	7680000
53	1217	7680000
54	1215	7680000
55	1202	7680000
56	1198	7680000
57	1198	7680000
58	1200	7680000
59	1200	7680000
60	1201	7680000
61	1201	7680000
62	1203	7680000
63	1206	7680000
64	1205	7680000
65	1204	7680000
66	1205	7680000
67	1199	7680000
68	1195	7680000
69	1195	7680000
70	1197	7680000
71	1198	7680000
72	1198	7680000
73	1202	7680000
74	1207	7680000
75	1210	7680000
76	1211	7680000
77	1215	7680000
78	1216	7680000
79	1212	7680000
80	1208	7680000
81	1214	7680000
82	1230	7680000
83	1253	7680000
84	1268	7680000
85	1280	7680000
86	1287	7680000
87	1288	7680000
88	1288	7680000
89	1288	7680000
90	1284	7680000
91	1273	7680000
92	1256	7680000
93	1239	7680000
94	1228	7680000
95	1237	7680000
96	1253	7680000
97	1270	7680000
98	1266	7680000
99	1259	7680000
